d1,d2,d3,d4,d5,phi1,phi2,phi3,phi4,x1_1,x1_2,x2_1,x2_2,x3_1,x3_2,x4_1,x4_2
1.0,1.0,1.0,1.0,1.0,1.9284096443030563,1.3589754153446039,1.2259994538286532,5.327484237089689,-0.35003954351129896,0.936734924073188,-0.13979908255508122,1.9143846305513912,0.198206429851698,2.8555287606306425,0.7752427526666453,2.0388102766031264
1.0,1.0,1.0,1.0,1.0,1.188179006211321,1.337295083499474,4.8564826437022175,0.7636937403894085,0.3733498092338648,0.9276906380604673,0.6047349713883411,1.9005528619826149,0.7483305163752614,0.9109164037516595,1.4706168912122848,1.6025104991029653
1.0,1.0,1.0,1.0,1.0,1.2034327994171035,0.9385586006994481,1.9718339761618489,0.2385515284623515,0.3591561224994725,0.9332774933915121,0.9501075481274701,1.7399846351401378,0.5597336772794796,2.6606410536585536,1.531414938532662,2.896936475809353
1.0,1.0,1.0,1.0,1.0,1.8693339883282343,1.3005276566782464,4.821192337371949,4.764482904799279,-0.29412286588745107,0.955767618075729,-0.027132502389406232,1.9194668168920308,0.08145630951328456,0.9253800651799068,0.13352667524277195,-0.07326335316960475
1.0,1.0,1.0,1.0,1.0,3.8700129200241093,5.1099227235330575,0.7867648681841231,5.3582058354211295,-0.7462269484402237,-0.6656916263718446,-0.35908136111893996,-1.587710223916199,0.3470583537500228,-0.8796376972038715,0.9489093402852533,-1.6782461056285323
1.0,1.0,1.0,1.0,1.0,5.069103546022286,4.332132461450207,2.2830212171545132,4.8526682603307005,0.3491975099863336,-0.9370491443992383,-0.021961167283199357,-1.865618601299222,-0.6754805956070855,-1.1087088597822952,-0.5356609389384751,-2.098885845784834
1.0,1.0,1.0,1.0,1.0,2.8369922601690387,3.993905813533271,4.691175032109209,3.9430871731366,-0.9539668755353258,0.2999119877253463,-1.6122104255425225,-0.45289305268945007,-1.633422782695954,-1.452668045327291,-2.3290566116643916,-2.1710645764956356
1.0,1.0,1.0,1.0,1.0,1.0846923716750247,1.3363874894118182,4.431053778725441,5.377411817698546,0.4671847166018126,0.884159737023624,0.6994527473385046,1.8568115564830332,0.4218141426781436,0.8961259652502679,1.0388912463109177,0.10922327230012518
1.0,1.0,1.0,1.0,1.0,1.0389289591656614,3.8491478303023596,3.7642314420763703,3.7198817163716846,0.507143636849461,0.8618615501361585,-0.2528095895120742,0.21188378609903913,-1.065151985462556,-0.3712970021145565,-1.9025510451793204,-0.9178890024086322
1.0,1.0,1.0,1.0,1.0,5.339409087529955,4.843278721689139,5.214726048165511,2.77149889209228,0.5867343103768075,-0.8097795064254542,0.7172506351411003,-1.8012256668245055,1.1987258325255037,-2.677685383128484,0.26643239662199125,-2.3159825363450732
1.0,1.0,1.0,1.0,1.0,4.112232955765786,0.5627855636686102,4.768382002289693,5.330568569681096,-0.5647712391965585,-0.8252475067374537,0.2810009336775079,-0.2917032896458611,0.3369647017756975,-1.2901360899184944,0.916517307332848,-2.105070920068684
1.0,1.0,1.0,1.0,1.0,0.9819134157146993,1.7597263080990715,2.96405533423129,4.814203227065278,0.5554324413422131,0.8315616652447544,0.3676244171721996,1.8137674207040448,-0.6166571844308891,1.990373560873798,-0.5150187500706767,0.9955521554643624
1.0,1.0,1.0,1.0,1.0,4.965686804346362,0.6885439619795543,1.3335641117886174,5.006696691816204,0.2505979107264417,-0.9680912597165323,1.02276993019616,-0.3326777153628908,1.2577831949094085,0.6393144478816595,1.5478605922300384,-0.31768874101777644
1.0,1.0,1.0,1.0,1.0,4.967332817849762,0.11906706809277559,4.009073391687799,3.7658835329028637,0.25219106181294404,-0.9676774609040245,1.245110948937078,-0.8488915284313739,0.5983609052152036,-1.6115935547468634,-0.21301691493808483,-2.196115609902439
1.0,1.0,1.0,1.0,1.0,5.176750647272612,4.98734745815943,6.144212841391077,5.269510402289791,0.44785215422353697,-0.894107626607299,0.7193591289097234,-1.8565440986389623,1.7097179876732773,-1.9950696589827155,2.2384630981998344,-2.843850318572847
1.0,1.0,1.0,1.0,1.0,3.1413379440805116,5.905082109504428,5.466314783447105,0.9776839153675737,-0.9999999675615331,0.00025470950652751925,-0.0706334401999309,-0.3689036004633773,0.6138725261696201,-1.0979108583178427,1.172817079410334,-0.26870582552888367
1.0,1.0,1.0,1.0,1.0,1.8562179602443023,3.751099585574695,2.163373213782705,4.342347427013916,-0.28156205174482796,0.9595430219730863,-1.101492432565529,0.3870797737141084,-1.6599928461181879,1.2165840160549835,-2.0216470191148157,0.2842716975939834
1.0,1.0,1.0,1.0,1.0,4.560806145684981,3.5371854554522852,0.9195609237000368,0.2772968939632907,-0.1510030057937711,-0.9885333035569648,-1.0737712929822463,-1.373888578802092,-0.46760186493186395,-0.5785530367212214,0.4941970799818336,-0.3047962293850419
1.0,1.0,1.0,1.0,1.0,5.001397697852645,1.079807564515122,6.046861543014621,3.980622200544576,0.2850021943509805,-0.9585268641071704,0.7565002697749046,-0.07665977385403278,1.7287055299038943,-0.31078993461407567,1.0605203772938876,-1.0547849627100585
1.0,1.0,1.0,1.0,1.0,6.055289458186883,2.7862198282347097,1.2669519422544024,0.8078488839073465,0.9741439383576319,-0.22592827924162645,0.03662710520246515,0.12201164021388416,0.33581779985987514,1.0762049792340307,1.0268726621489495,1.7990072878265173
1.0,1.0,1.0,1.0,1.0,5.733777584291794,4.6881935437300175,2.677893231329378,0.6019764241097286,0.8528339481944829,-0.5221822065208753,0.8286408722160568,-1.5218895112229576,-0.06576314598914923,-1.0746295731350695,0.7584548846652481,-0.5083569904117075
1.0,1.0,1.0,1.0,1.0,2.004884113720308,4.1417529903351324,1.0184787014754721,4.292196204222715,-0.4205829674371673,0.9072540810058375,-0.9607503476418724,0.06569647670130407,-0.4360886918393808,0.9170073170707826,-0.8440251591025868,0.003997000219535196
1.0,1.0,1.0,1.0,1.0,1.264691920799093,6.096167928883888,0.7864417637435814,5.284916176886947,0.3013464261529418,0.9535147253424299,1.2839095871068136,0.767585613215426,1.9902780464901522,1.4754299460940672,2.53203601891995,0.6348954141985866
1.0,1.0,1.0,1.0,1.0,3.6103390917304417,0.2936088009957199,4.386194497324458,5.488859100467183,-0.8921353085077758,-0.45176829383405803,0.06507038475889182,-0.16235982682267597,-0.25537012577542256,-1.1096284683433948,0.4453954777707629,-1.8230200640932681
1.0,1.0,1.0,1.0,1.0,3.210862072463877,5.599693331152708,3.9442362649952054,1.3350975005519936,-0.9976018329520879,-0.06921403680348666,-0.22222958072032328,-0.7007184868820596,-0.917037447003601,-1.419913890754247,-0.6835148998585564,-0.44756250366473893
1.0,1.0,1.0,1.0,1.0,2.6427037736294134,0.24466308908871554,3.9004595186511732,5.6542255733518925,-0.8781147193779296,0.47845014328749014,0.09210427040594216,0.7206796044658598,-0.6335119157845454,0.03257993847380902,0.17512802257440596,-0.55572393716431
1.0,1.0,1.0,1.0,1.0,3.0820309420588514,0.34995579900540413,3.7069354334672635,1.5969669243526659,-0.9982267255914069,0.05952650094754415,-0.05883885723753801,0.4023827868598404,-0.9032438782779234,-0.13332250566748405,-0.9294114885635124,0.8663350637891482
1.0,1.0,1.0,1.0,1.0,5.667628998034184,3.814907458065183,0.6306413308626663,4.550414070466935,0.8164523532274481,-0.5774128115216723,0.03469343699025562,-1.200993597694282,0.8423429424394794,-0.6113307479677419,0.6810753628314443,-1.5982414672161276
