d1,d2,d3,d4,d5,phi1,phi2,phi3,phi4,x1_1,x1_2,x2_1,x2_2,x3_1,x3_2,x4_1,x4_2
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,1.8338612317528502,1.4902932518998826,1.3656486221255542,2.892907742554482,-2.2231683479814626,8.255174769873502,-1.729987167488458,14.36817513306636,-1.1228849385870259,17.28588502525351,-2.8503293954916393,17.724554962945774
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,1.1111460918688252,0.7933878084365273,1.6734965747149289,2.0613926697167377,3.792762203490022,7.661941193483552,8.094564942893253,12.033038802603183,7.789035205056184,14.997538036976678,6.949313939303005,16.569595243877014
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,2.058774424691019,1.7719191199573139,1.2874763268314915,1.3673953794029476,-4.008257913026792,7.551440689516189,-5.233417486540032,13.560682333568902,-4.400317435944254,16.42207158304216,-4.040295997235771,18.16760308650914
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,2.1223758292237065,1.0820337269162512,0.10844702251230358,1.3369419435473475,-4.480112164172267,7.2814135290517825,-1.6005264136701145,12.696206879004619,1.3621680680543915,13.018767786839078,1.7751717911919882,14.752527744445636
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,2.5355928650364827,0.5569820403851171,2.2118494747071002,1.015153778898183,-7.026945329956815,4.869540770382846,-1.8210384190221678,8.111536197873665,-3.603317949960796,10.50006792362089,-2.6631882293360722,12.014218436061277
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,1.7949707530987415,1.0021119312782558,2.5224206009552397,2.2808824341052802,-1.9005205477407787,8.33537099547691,1.4021728755462601,13.502983332810764,-1.0247821959797951,15.232576698922518,-2.1866440530826745,16.584084261215406
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,0.9832032228241124,2.172253793249037,0.8479155104125804,1.9569714773052764,4.7393804160612225,7.115382017606504,1.269132292821407,12.171999373145585,3.240678230711845,14.406861951939087,2.569388807083837,16.05788169005568
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,3.091434200312793,2.830143441904677,2.5446052782943474,0.251773216861381,-8.538539465139824,0.4286394602371157,-14.376352763159103,2.307984296784621,-16.841077957617074,3.9833152632231794,-15.11499648334222,4.427317977280822
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,0.6657429867754389,2.4830461468322382,0.6993041624142606,2.827029260633358,6.7236596899397005,5.280415547899864,1.8732857942406742,9.03353081246475,4.15400541820013,10.95184312493894,2.4591861487975155,11.503280619118467
8.549291665665796,6.132862391835357,2.9802020286054147,1.7822726126845496,6.029254688822355,2.701120696857542,0.9995135474110725,2.5762649530037796,1.4132332312367124,-7.733266371129349,3.6451308917215264,-4.417156671646641,8.804144128590105,-6.933678302269284,10.400616180933078,-6.654018418014255,12.160811060786974
